Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_904813735.1	ERS5079839 MarsupialExonCaptKit	Sminthopsis bindi								1770044	Contig	2021-09-24	CAJGSA01	930	
GCA_904813745.1	ERS5079837 MarsupialExonCaptKit	Petaurus norfolcensis								1479187	Contig	2021-09-24	CAJGSH01	771	
GCA_904813755.1	ERS5079836 MarsupialExonCaptKit	Echymipera rufescens								1324130	Contig	2021-09-24	CAJGSE01	734	
GCA_904813765.1	ERS5079835 MarsupialExonCaptKit	Dasyurus hallucatus								1830534	Contig	2021-09-24	CAJGSC01	948	
GCA_904813775.1	ERS5079840 MarsupialExonCaptKit	Sminthopsis virginiae								1366484	Contig	2021-09-24	CAJGSB01	817	
GCA_904813785.1	ERS5079842 MarsupialExonCaptKit	Planigale ingrami								1611056	Contig	2021-09-24	CAJGSD01	882	
GCA_904813795.1	ERS5079844 MarsupialExonCaptKit	Dasycercus cristicauda								1678179	Contig	2021-09-24	CAJGSI01	887	
GCA_904813805.1	ERS5079843 MarsupialExonCaptKit	Antechinomys laniger								1501661	Contig	2021-09-24	CAJGSJ01	830	
GCA_904813815.1	ERS5079845 MarsupialExonCaptKit	Sminthopsis youngsoni								1730768	Contig	2021-09-24	CAJGSK01	919	
GCA_904813825.1	ERS5079846 MarsupialExonCaptKit	Dasyurus hallucatus								1768722	Contig	2021-09-24	CAJGSM01	924	
GCA_904813835.1	ERS5079847 MarsupialExonCaptKit	Echymipera clara								1254822	Contig	2021-09-24	CAJGSL01	668	
GCA_904813845.1	ERS5079849 MarsupialExonCaptKit	Thylogale browni								1296240	Contig	2021-09-24	CAJGSN01	673	
GCA_904813855.1	ERS5079848 MarsupialExonCaptKit	Spilocuscus rufoniger								1306991	Contig	2021-09-24	CAJGSP01	695	
GCA_904813865.1	ERS5079850 MarsupialExonCaptKit	Myoictis leucura								1794581	Contig	2021-09-24	CAJGSO01	934	
GCA_904813875.1	ERS5079851 MarsupialExonCaptKit	Pseudochirulus canescens								1436948	Contig	2021-09-24	CAJGSR01	748	
GCA_904813885.1	ERS5079852 MarsupialExonCaptKit	Spilocuscus maculatus								1504651	Contig	2021-09-24	CAJGSQ01	780	
GCA_904813895.1	ERS5079855 MarsupialExonCaptKit	Pseudochirops cupreus								1359315	Contig	2021-09-24	CAJGST01	722	
GCA_904813905.1	ERS5079859 MarsupialExonCaptKit	Trichosurus vulpecula								1535743	Contig	2021-09-24	CAJGSV01	823	
GCA_904813915.1	ERS5079856 MarsupialExonCaptKit	Dorcopsis hageni								1594794	Contig	2021-09-24	CAJGSX01	831	
GCA_904813925.1	ERS5079858 MarsupialExonCaptKit	Myoictis wallacei								1607620	Contig	2021-09-24	CAJGSY01	847	
GCA_904813935.1	ERS5079857 MarsupialExonCaptKit	Dorcopsis hageni								1603287	Contig	2021-09-24	CAJGSW01	841	
GCA_904813945.1	ERS5079853 MarsupialExonCaptKit	Dasyurus albopunctatus								1797674	Contig	2021-09-24	CAJGSS01	960	
GCA_904813955.1	ERS5079854 MarsupialExonCaptKit	Phalanger vestitus								1568732	Contig	2021-09-24	CAJGSU01	833	
GCA_904813965.1	ERS5079862 MarsupialExonCaptKit	Murexia rothschildi								1806816	Contig	2021-09-24	CAJGTA01	947	
GCA_904813975.1	ERS5079861 MarsupialExonCaptKit	Myoictis wavicus								1688108	Contig	2021-09-24	CAJGTB01	887	
GCA_904813985.1	ERS5079860 MarsupialExonCaptKit	Phascolosorex dorsalis								1868210	Contig	2021-09-24	CAJGSZ01	977	
GCA_904813995.1	ERS5079863 MarsupialExonCaptKit	Ningaui timealeyi								1674669	Contig	2021-09-24	CAJGTC01	904	
GCA_904814005.1	ERS5079865 MarsupialExonCaptKit	Sminthopsis crassicaudata								1749001	Contig	2021-09-24	CAJGTD01	928	
GCA_904814015.1	ERS5079864 MarsupialExonCaptKit	Pseudantechinus roryi								1724214	Contig	2021-09-24	CAJGTE01	926	
GCA_904814025.1	ERS5079867 MarsupialExonCaptKit	Phascolosorex dorsalis								1810626	Contig	2021-09-24	CAJGTF01	948	
GCA_904814035.1	ERS5079866 MarsupialExonCaptKit	Antechinomys laniger								1744982	Contig	2021-09-24	CAJGTG01	934	
GCA_904814045.1	ERS5079868 MarsupialExonCaptKit	Sminthopsis gilberti								1433797	Contig	2021-09-24	CAJGTH01	781	
GCA_904814055.1	ERS5079869 MarsupialExonCaptKit	Petropseudes dahli								1276486	Contig	2021-09-24	CAJGTI01	729	
GCA_904814065.1	ERS5079870 MarsupialExonCaptKit	Sminthopsis aitkeni								1756631	Contig	2021-09-24	CAJGTK01	924	
GCA_904814075.1	ERS5079872 MarsupialExonCaptKit	Antechinus minimus								1665354	Contig	2021-09-24	CAJGTL01	892	
GCA_904814085.1	ERS5079871 MarsupialExonCaptKit	Antechinus agilis								1767894	Contig	2021-09-24	CAJGTJ01	946	
GCA_904814095.1	ERS5079878 MarsupialExonCaptKit	Setonix brachyurus								1415417	Contig	2021-09-24	CAJGTQ01	744	
GCA_904814105.1	ERS5079873 MarsupialExonCaptKit	Sminthopsis griseoventer								1399944	Contig	2021-09-24	CAJGTP01	863	
GCA_904814115.1	ERS5079875 MarsupialExonCaptKit	Sminthopsis dolichura								1562285	Contig	2021-09-24	CAJGTR01	836	
GCA_904814125.1	ERS5079877 MarsupialExonCaptKit	Pseudochirulus caroli								763420	Contig	2021-09-24	CAJGTN01	531	
GCA_904814135.1	ERS5079874 MarsupialExonCaptKit	Dasycercus blythi								1647707	Contig	2021-09-24	CAJGTO01	890	
GCA_904814145.1	ERS5079876 MarsupialExonCaptKit	Pseudochirops archeri								1247886	Contig	2021-09-24	CAJGTM01	706	
GCA_904814155.1	ERS5079880 MarsupialExonCaptKit	Dactylopsila palpator								1585692	Contig	2021-09-24	CAJGTT01	839	
GCA_904814165.1	ERS5079881 MarsupialExonCaptKit	Phalanger gymnotis								1169349	Contig	2021-09-24	CAJGTU01	665	
GCA_904814175.1	ERS5079879 MarsupialExonCaptKit	Pseudantechinus macdonnellensis								1638163	Contig	2021-09-24	CAJGTS01	888	
GCA_904814185.1	ERS5079882 MarsupialExonCaptKit	Phalanger sericeus								644975	Contig	2021-09-24	CAJGTV01	609	
GCA_904814195.1	ERS5079883 MarsupialExonCaptKit	Phalanger lullulae								1054838	Contig	2021-09-24	CAJGTW01	594	
GCA_904814205.1	ERS5079887 MarsupialExonCaptKit	Murexia rothschildi								1660451	Contig	2021-09-24	CAJGTY01	914	
GCA_904814215.1	ERS5079884 MarsupialExonCaptKit	Microperoryctes longicauda								1583659	Contig	2021-09-24	CAJGTZ01	848	
GCA_904814225.1	ERS5079885 MarsupialExonCaptKit	Dactylopsila trivirgata								1082883	Contig	2021-09-24	CAJGTX01	636	
GCA_904814235.1	ERS5079886 MarsupialExonCaptKit	Microperoryctes papuensis								1377936	Contig	2021-09-24	CAJGUA01	764	
GCA_904814245.1	ERS5079890 MarsupialExonCaptKit	Petaurus australis								1084391	Contig	2021-09-24	CAJGUD01	638	
GCA_904814255.1	ERS5079896 MarsupialExonCaptKit	Echymipera rufescens								1407534	Contig	2021-09-24	CAJGUE01	800	
GCA_904814265.1	ERS5079897 MarsupialExonCaptKit	Dasykaluta rosamondae								1600640	Contig	2021-09-24	CAJGUG01	885	
GCA_904814275.1	ERS5079892 MarsupialExonCaptKit	Dorcopsis hageni								1401857	Contig	2021-09-24	CAJGUJ01	738	
GCA_904814285.1	ERS5079889 MarsupialExonCaptKit	Notamacropus agilis								1486693	Contig	2021-09-24	CAJGUL01	791	
GCA_904814295.1	ERS5079894 MarsupialExonCaptKit	Hemibelideus lemuroides								1065046	Contig	2021-09-24	CAJGUK01	684	
GCA_904814305.1	ERS5079898 MarsupialExonCaptKit	Ningaui ridei								1672536	Contig	2021-09-24	CAJGUI01	917	
GCA_904814315.1	ERS5079895 MarsupialExonCaptKit	Bettongia tropica								1385949	Contig	2021-09-24	CAJGUF01	729	
GCA_904814325.1	ERS5079888 MarsupialExonCaptKit	Microperoryctes longicauda magnus								1353126	Contig	2021-01-28	CAJGUH01	743	
GCA_904814335.1	ERS5079893 MarsupialExonCaptKit	Dorcopsis hageni								1210836	Contig	2021-09-24	CAJGUC01	670	
GCA_904814345.1	ERS5079891 MarsupialExonCaptKit	Ningaui yvonnae								311564	Contig	2021-09-24	CAJGUB01	497	
GCA_904814355.1	ERS5079900 MarsupialExonCaptKit	Notamacropus irma								1475730	Contig	2021-09-24	CAJGUN01	802	
GCA_904814365.1	ERS5079899 MarsupialExonCaptKit	Antechinomys laniger								250073	Contig	2021-09-24	CAJGUM01	556	
GCA_904845285.1	ERS5113019 MarsupialExonCaptKit	Macrotis lagotis								617832	Contig	2021-09-24	CAJGYK01	475	
GCA_904845325.1	ERS5113018 MarsupialExonCaptKit	Phalanger carmelitae								963506	Contig	2021-09-24	CAJGYL01	547	
GCA_905120125.1	ERS5330600	Megaloceros giganteus								15499	Scaffold	2022-11-15	CAJHNY01	1182	15439
GCA_905120135.1	ERS5330601	Megaloceros giganteus								15499	Contig	2022-11-15	CAJHNX01	15439	
GCA_905123515.1	ROSLIN_BTT_NDA1	Bos taurus								2766813070	Chromosome	2022-02-18	CAJHOO01	11058985	104847410
GCA_905123885.1	ROSLIN_BTI_ANK1	Bos taurus								2921022644	Chromosome	2022-02-18	CAJHOP01	18716610	84476814
GCA_905146905.1	NYPRO_anot_genome	Nyctereutes procyonoides					TBG_1078		Annotation submitted by Senckenber Biodiversity and Climate Research Centre Frankfurt	2387080870	Scaffold	2021-02-14	CAJHUB01	35077230	53959811
GCA_905249985.1	Buffalo_MAGs	Bubalus bubalis bubalis								10613571626	Scaffold	2021-07-07	CAJNOS01	33096	33672
GCA_905319845.1	mCanLor1.1 alternate haplotype	Canis lupus								1446594657	Scaffold	2021-03-21	CAJNRC01	719346	719346
GCA_905319855.2	mCanLor1.2	Canis lupus								2447447219	Chromosome	2021-03-26	CAJNRB02	34375412	65778685
GCA_905335845.1	Sus_cebifrons.v1	Sus cebifrons								2459270091	Scaffold	2022-09-22	CAJOYB01	159795	141782568
GCA_905400935.1	Dugong	Dugong dugon								3196670873	Scaffold	2022-02-18	CAJQER01	155485	3110431
GCA_907164435.1	mAcoDim1_REL_1905	Acomys dimidiatus								2302401611	Chromosome	2021-07-06	CAJQZA01	33040	124365287
GCA_907164505.1	mAcoKem2_REL_1905	Acomys kempi								2162154686	Chromosome	2021-07-06		33625	125230826
GCA_907164525.1	mLopImh1.curated_primary_1811	Lophiomys imhausi								2920431132	Scaffold	2021-06-03	CAJQZJ01	35791	6438253
GCA_907164565.1	mPsaObe1.curated_primary_1811	Psammomys obesus								2364980841	Scaffold	2021-06-02	CAJQZG01	77214	20181630
GCA_907165285.1	Goat_MAGs	Capra hircus								8843291308	Scaffold	2022-07-01	CAJRCN01	27304	29284
GCA_907169655.1	mAcoPer2_REL_1905	Acomys percivali								2302049166	Chromosome	2021-07-06	CAJRSG01	26477	126270630
GCA_910593805.1	mCerEla1.1 alternate haplotype	Cervus elaphus								2903978491	Scaffold	2021-07-07	CAJVBA01	2236403	2259288
GCA_910594005.1	mCerEla1.1	Cervus elaphus								2886603524	Chromosome	2021-07-07	CAJVBL01	68741660	83473711
GCA_912157015.1	ESO36_2R	Homo sapiens					Campylobacter			1883823	Contig	2021-08-12	CAJVUU01	1883799	
GCA_912157025.1	ESOS13_1R	Homo sapiens					Campylobacter			1989214	Contig	2021-08-12	CAJVUV01	1921837	
GCA_912157035.1	ESOS44_1R	Homo sapiens					Campylobacter			2566422	Contig	2021-08-12	CAJVUW01	1913797	
GCA_912157055.1	ESOS18_1R	Homo sapiens					Campylobacter			2078760	Contig	2021-08-12	CAJVVA01	2065644	
GCA_912157065.1	ESOS17_1R	Homo sapiens					Campylobacter			2071191	Contig	2021-08-12	CAJVUX01	2037252	
GCA_912157075.1	ESOS43_1R	Homo sapiens					Campylobacter			4128915	Contig	2021-08-12	CAJVUZ01	2538690	
GCA_912157085.1	ESOS33_1R	Homo sapiens					Campylobacter			1926219	Contig	2021-08-12	CAJVVB01	1926195	
GCA_912157095.1	ESOS14_1R	Homo sapiens					Campylobacter			1869530	Contig	2021-08-12	CAJVUY01	1860593	
GCA_912157105.1	ESOS31_2R	Homo sapiens					Campylobacter			2014534	Contig	2021-08-12	CAJVVC01	2014510	
GCA_912157115.1	ESOS15_1R	Homo sapiens					Campylobacter			1886382	Contig	2021-08-12	CAJVVD01	1886262	
GCA_913248055.1	ERZ1641775	Petrogale lateralis pearsoni								2273257	Contig	2021-08-20	CAJYCG01	1115	
GCA_913843505.1	s1r3_clone3_genome	Homo sapiens								5534528186	Scaffold	2022-05-02	CAKNVJ01	58530032	148769292
GCA_913843515.1	s1r2_clone4_genome	Homo sapiens								6225289752	Scaffold	2022-05-02	CAKNVP01	57816307	145244510
GCA_913843525.1	s1r3_clone6_genome	Homo sapiens								5762126611	Scaffold	2022-05-02	CAKNVM01	59351391	159093430
GCA_913843535.1	s1r2_clone1_genome	Homo sapiens								6039790569	Scaffold	2022-05-02	CAKNVG01	59341210	151853293
GCA_913843545.1	s1r1_clone7_genome	Homo sapiens								5971789619	Scaffold	2022-05-01	CAKNVT01	59376810	156149929
GCA_913843555.1	s1r2_clone8_genome	Homo sapiens								6303326772	Scaffold	2022-05-03	CAKNVU01	58370250	158670177
GCA_913843565.1	s1r2_clone6_genome	Homo sapiens								6181931111	Scaffold	2022-05-02	CAKNVD01	57439005	145244510
GCA_913843575.1	s1r1_clone5_genome	Homo sapiens								5934904262	Scaffold	2022-05-02	CAKNVS01	58383873	145088380
GCA_913843585.1	s1r3_clone7_genome	Homo sapiens								11465032041	Scaffold	2022-03-05	CAKNVY01	58369029	159147385
GCA_913843595.1	s1r2_clone3_genome	Homo sapiens								5993101663	Scaffold	2022-05-02	CAKNVR01	60923630	153083915
GCA_913843605.1	s1r3_clone1_genome	Homo sapiens								5829459714	Scaffold	2022-05-02	CAKNVW01	59454195	159147382
GCA_913843615.1	s3r3_clone8_genome	Homo sapiens								7165920965	Scaffold	2022-05-03	CAKNVQ01	74988543	216850872
GCA_913843625.1	s2r1_clone1_genome	Homo sapiens								5824126061	Scaffold	2022-05-02	CAKNVO01	60979591	144544660
GCA_913843635.1	s1r3_clone2_genome	Homo sapiens								5770858404	Scaffold	2022-05-02	CAKNVV01	59351390	159147384
GCA_913843645.1	s1r1_clone8_genome	Homo sapiens								5824651678	Scaffold	2022-05-02	CAKNVK01	58378529	145088380
GCA_913843655.1	s1r2_clone2_genome	Homo sapiens								6274603867	Scaffold	2022-05-02	CAKNVF01	58355533	158292062
GCA_913843665.1	s1r2_clone5_genome	Homo sapiens								6210699780	Scaffold	2022-05-02	CAKNVL01	58370250	158292064
GCA_913843675.1	s1r3_clone8_genome	Homo sapiens								11584801378	Scaffold	2022-03-11	CAKNVZ01	59351390	159147384
GCA_913843685.1	s1r2_clone7_genome	Homo sapiens								12493873708	Scaffold	2022-03-11	CAKNWI01	58370250	158469839
GCA_913843885.1	s3r2_clone7_genome	Homo sapiens								12939028348	Scaffold	2022-03-11	CAKNWA01	59691691	169520096
GCA_913843925.1	s3r3_clone4_genome	Homo sapiens								6706586260	Scaffold	2022-05-03	CAKNVX01	62494878	199006644
GCA_913843955.1	s3r1_clone3_genome	Homo sapiens								25298863442	Scaffold	2022-05-01	CAKNWL01	60650285	174637216
GCA_913843965.1	s2r2_clone4_genome	Homo sapiens								12739643401	Scaffold	2022-03-05	CAKNWE01	59368711	170747915
GCA_913844005.1	s2r2_clone7_genome	Homo sapiens								12380276293	Scaffold	2022-03-11	CAKNWH01	58226343	152319792
GCA_913844015.1	s2r1_clone3_genome	Homo sapiens								11922051550	Scaffold	2022-03-05	CAKNWG01	61767748	158133402
GCA_913844035.1	s2r1_clone6_genome	Homo sapiens								6027802262	Scaffold	2022-05-02	CAKNVH01	62756510	149432755
GCA_913844045.1	s3r2_clone4_genome	Homo sapiens								13684353275	Scaffold	2022-03-11	CAKNWD01	60054902	172842753
GCA_913844055.1	s2r3_clone6_genome	Homo sapiens								12203489579	Scaffold	2022-03-05	CAKNWF01	61014763	170991757
GCA_913844065.1	s2r2_clone6_genome	Homo sapiens								13153606169	Scaffold	2021-11-19	CAJYZW01	65486560	171330404
GCA_913844075.1	s2r3_clone5_genome	Homo sapiens								6120017525	Scaffold	2022-05-02	CAKNVN01	60974499	171058670
GCA_913844085.1	s3r1_clone4_genome	Homo sapiens								12019588072	Scaffold	2022-03-11	CAKNWB01	58375135	168120720
GCA_913844095.1	s2r3_clone1_genome	Homo sapiens								5820296092	Scaffold	2022-05-02	CAKNVE01	60444092	163045062
GCA_913844105.1	s3r1_clone6_genome	Homo sapiens								12340559803	Scaffold	2022-03-11	CAKNWJ01	60184894	169749280
GCA_913844115.1	s3r2_clone5_genome	Homo sapiens								6334632765	Scaffold	2022-05-03	CAKNVI01	60054070	149982240
GCA_913844125.1	s3r2_clone6_genome	Homo sapiens								13980633658	Scaffold	2022-03-11	CAKNWK01	60623878	181731326
GCA_913844145.1	s3r1_clone7_genome	Homo sapiens								12382767981	Scaffold	2022-03-11	CAKNWC01	58380376	172363448
GCA_914753205.1	Brown Swiss cow	Bos taurus								2658221619	Scaffold	2021-09-22	CAJZAZ01	268406	26027505
GCA_914822365.1	s2r3_germline_genome	Homo sapiens								5746230472	Scaffold	2021-09-28	CAJZCK01	59356191	145188899
GCA_914822985.1	s3r3_germline_genome	Homo sapiens								5645265075	Scaffold	2021-09-28	CAJZCL01	58365048	144963235
GCA_914823105.1	s2r2_germline_genome	Homo sapiens								5745490732	Scaffold	2021-09-28	CAJZCM01	59347058	145168361
GCA_914823235.1	s1r3_germline_genome	Homo sapiens								5749465997	Scaffold	2021-09-28	CAJZCN01	59351387	145204586
GCA_914824655.1	s1r2_germline_genome	Homo sapiens								5744112138	Scaffold	2021-09-28	CAJZCO01	59341213	145117147
GCA_914824835.1	s1r1_germline_genome	Homo sapiens								5758849420	Scaffold	2021-09-28	CAJZCP01	59336180	145095455
GCA_914825625.1	s2r1_germline_genome	Homo sapiens								5744607915	Scaffold	2021-09-28	CAJZCQ01	59215978	145077469
GCA_914826275.1	s3r1_germline_genome	Homo sapiens								5743266353	Scaffold	2021-09-28	CAJZCR01	59261427	145137731
GCA_914826315.1	s3r2_germline_genome	Homo sapiens								5770535942	Scaffold	2021-09-28	CAJZCS01	59275114	145072826
GCA_916098195.1	ORGONE_01	Ateles hybridus								2643274663	Scaffold	2021-09-22	CAJZLT01	50515269	50515269
GCA_917880005.1	ORGONE_02	Nanger dama								2695171530	Scaffold	2021-11-18	CAKJTW01	37125998	37125998
GCA_918429305.1	Bionano Domestic ferret	Mustela putorius furo		inbred						2423158460	Scaffold	2021-12-01	CAKKKU01	44825	16314906
GCA_920103865.1	Bionano scaffolding of Domestic ferret genome	Mustela putorius furo		inbred						2423158460	Scaffold	2021-11-26	CAKKTH01	44825	16314906
GCA_921997125.2	C3H_HeJ_v3	Mus musculus								2532421144	Chromosome	2022-07-01	CAKLHI02	8562414	127227482
GCA_921997135.2	SPRET_EiJ_v3	Mus spretus								2546527799	Chromosome	2022-06-30	CAKLHJ02	10023970	129120363
GCA_921997145.2	BALB_cJ_v3	Mus musculus								2519896772	Chromosome	2022-07-01	CAKLHK02	35826829	127177172
GCA_921998315.2	DBA_2J_v3	Mus musculus								2603156777	Chromosome	2022-07-01	CAKLHQ02	49659417	130880718
GCA_921998325.2	NOD_ShiLtJ_v3	Mus musculus								2517347543	Chromosome	2022-07-01	CAKLHO02	6749549	127269091
GCA_921998335.2	PWK_PhJ_v3	Mus musculus musculus								2507108059	Chromosome	2022-07-01	CAKLHR02	26698258	126992800
GCA_921998345.2	WSB_EiJ_v3	Mus musculus domesticus								2519241035	Chromosome	2022-07-01	CAKLHL02	6279527	126894850
GCA_921998355.2	A_J_v3	Mus musculus								2528244766	Chromosome	2022-06-30	CAKLHP02	16959821	127192181
GCA_921998555.2	129S1_SvImJ_v3	Mus musculus								2516247871	Chromosome	2022-07-01	CAKLHM02	5000807	126792426
GCA_921998635.2	FVB_NJ_v3	Mus musculus								2516150399	Chromosome	2022-07-01	CAKLHT02	1916862	126399372
GCA_921998905.2	CBA_J_v3	Mus musculus								2520486995	Chromosome	2022-06-30	CAKLHN02	12206296	126990816
GCA_921999005.2	CAST_EiJ_v3	Mus musculus castaneus								2519847465	Chromosome	2022-07-01	CAKLHS02	32955239	126140585
GCA_921999095.2	JF1_MsJ_v3	Mus musculus molossinus								2727417884	Chromosome	2022-07-01	CAKLHU02	14400882	133124609
GCA_921999865.2	C57BL_6NJ_v3	Mus musculus								2514593528	Chromosome	2022-07-01	CAKLHV02	8304515	126851431
GCA_922000895.2	AKR_J_v3	Mus musculus								2502421059	Chromosome	2022-07-01	CAKLHW02	4609526	126857991
GCA_922984935.1	mMelMel3.1 paternal haplotype	Meles meles								2738678004	Chromosome	2021-12-19	CAKLPM01	75210923	132955750
GCA_922984935.2	mMelMel3.2 paternal haplotype	Meles meles								2738678004	Chromosome	2022-03-23	CAKLPM02	75210923	132955750
GCA_922990625.1	mMelMel3.1 maternal haplotype uncurated	Meles meles								2692729365	Scaffold	2021-12-18	CAKLPQ01	65751393	118701898
GCA_928851695.1	mMacNir1.1	Macaca nigra								2821714050	Scaffold	2022-02-09	CAKMXP01	60712129	60712129
GCA_933666475.1	mfascicularis_v7_1_2	Macaca fascicularis								2854876077	Scaffold	2022-03-28	CAKOGM01	101487	155347655
GCA_933851455.1	mfascicularis_v7_2_2	Macaca fascicularis								2854895059	Scaffold	2022-03-28	CAKOGR01	101547	155658852
GCA_935064755.1	mTraEur1.1	Tragelaphus eurycerus								2845610798	Contig	2022-03-28	CAKXYN01	21206903	
GCA_935104035.1	mCamBac1.1	Camelus bactrianus								1475047812	Contig	2022-03-28	CAKXYO01	58036521	
GCA_937001455.1	mOrcOrc1.1 alternate haplotype	Orcinus orca								1882900201	Contig	2022-05-01	CAKZJS01	374481	
GCA_937001465.1	mOrcOrc1.1	Orcinus orca								2647335075	Chromosome	2022-05-03	CAKZJT01	45583382	114219206
GCA_943737965.1	PHOROB	Phodopus roborovskii							Annotation submitted by FREIE UNIVERSITAET BERLIN	2384223288	Contig	2022-07-01	CALSGD01	25775705	
GCA_944319715.1	Naked mole-rat maternal	Heterocephalus glaber								2500134508	Chromosome	2022-07-01	CALUER01	3438577	95752777
GCA_944319725.1	Naked mole-rat paternal	Heterocephalus glaber								2499441111	Chromosome	2022-07-01	CALUES01	2890005	94825129
GCA_946052875.1	ARS_Pied_mat1.0	Bos gaurus x Bos taurus								3030544191	Chromosome	2022-09-11	CAMGDQ01	66457535	88543157
GCA_947034695.1	seqoccin.Bt.char.v1.0	Bos taurus		mammals						3244660166	Chromosome	2022-10-29	CAMQPY01	84059894	87697707
GCA_947095605.1	mPonPyg1.1	Pongo pygmaeus								2839562366	Contig	2022-10-28	CAMUPW01	41304940	
GCA_947179515.1	mApoSyl1.1	Apodemus sylvaticus								2889785202	Chromosome	2022-10-28	CAMXCG01	4449850	120938251
GCA_947179525.1	mApoSyl1.1 alternate haplotype	Apodemus sylvaticus								2392986241	Scaffold	2022-11-01	CAMXCF01	424995	424995
GCA_947593165.1	NZO_HlLtJ_v3	Mus musculus								2822905246	Chromosome	2022-12-18	CANQFN01	32925788	137857036
GCA_947598445.1	ORENIAB8128_EIv1.1	Mustela putorius furo		inbred					Annotation submitted by the earlham insitute	1095366212	Scaffold	2022-12-17	CANQGJ01	21687892	35291912
GCA_947599735.1	LP_J_v3	Mus musculus								2856310111	Chromosome	2022-12-18	CANQGI01	21715937	134505790
GCF_000001405.40	GRCh38.p14	Homo sapiens							NCBI Annotation Release 110	3099441038	Chromosome	2022-02-03		57879411	67794873
GCF_000001515.7	Pan_tro 3.0	Pan troglodytes					Yerkes chimp pedigree #C0471 (Clint)	male	Annotation submitted by Chimpanzee Sequencing and Analysis Consortium	3231154112	Chromosome	2016-05-03	AACZ04	384816	26972556
GCF_000001545.4	P_pygmaeus_2.0.2	Pongo abelii					ISIS 71	female	NCBI eukaryotic genome annotation pipeline	3441227734	Chromosome	2010-03-08	ABGA01	15648	747460
GCF_000001635.27	GRCm39	Mus musculus		C57BL/6J					NCBI Annotation Release 109	2728206152	Chromosome	2020-06-24		59462871	106145001
